scenario,flag,severity,explanation
re_liquidity_sensitivity__slow_grind__re_liquidity_25,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__slow_grind__re_liquidity_25,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__slow_grind__re_liquidity_25,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__slow_grind__re_liquidity_25,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 13.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__slow_grind__re_liquidity_40,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__slow_grind__re_liquidity_40,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 13.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__slow_grind__re_liquidity_60,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__slow_grind__re_liquidity_60,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 9.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_25,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 9.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_40,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 9.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 8.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 8.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 8.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
twenty_year_horizon__base_hit_everyone_happy__years_20,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 10.
twenty_year_horizon__base_hit_everyone_happy__years_20,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
twenty_year_horizon__base_hit_everyone_happy__years_20,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
twenty_year_horizon__base_hit_everyone_happy__years_20,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
twenty_year_horizon__base_hit_everyone_happy__years_20,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
twenty_year_horizon__base_hit_everyone_happy__years_20,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
twenty_year_horizon__base_hit_everyone_happy__years_20,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
twenty_year_horizon__base_hit_everyone_happy__years_20,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
twenty_year_horizon__slow_grind__years_20,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 13.
twenty_year_horizon__slow_grind__years_20,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
twenty_year_horizon__slow_grind__years_20,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
twenty_year_horizon__slow_grind__years_20,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
twenty_year_horizon__slow_grind__years_20,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
twenty_year_horizon__slow_grind__years_20,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
twenty_year_horizon__slow_grind__years_20,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
twenty_year_horizon__slow_grind__years_20,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,LP_HURDLE_ACHIEVED,info,LP reached 2.00x in year 16.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,HURDLE_COMPLETION_TRIGGER_EXECUTED,info,Active hurdle completion trigger monetized permitted sources to extinguish LPs.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,LP_REDEEMED_VIA_HF_LIQUIDATION,medium,LP hurdle completion used partial hedge fund liquidation.
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,LP_REDEEMED_VIA_REFI,medium,LP hurdle completion used refinance proceeds.
twenty_year_horizon__failure_never_reaches_hurdle__years_20,LP_HURDLE_NOT_ACHIEVED,high,LP did not reach the target cash MOIC within the model horizon.
twenty_year_horizon__failure_never_reaches_hurdle__years_20,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,high,Economic hurdle passed before available liquidity could redeem LPs.
twenty_year_horizon__failure_never_reaches_hurdle__years_20,SLOW_TIME_HORIZON_DRIFT,medium,LP outcome takes a long time or does not arrive within the horizon.
twenty_year_horizon__failure_never_reaches_hurdle__years_20,GP_SURVIVABILITY_RISK,medium,GP fee income in the early years is below the configured threshold.
twenty_year_horizon__failure_never_reaches_hurdle__years_20,HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT,high,"Active hurdle completion trigger was eligible, but permitted funding sources were insufficient."
twenty_year_horizon__failure_never_reaches_hurdle__years_20,LP_STILL_BELOW_1X_CASH_MOIC_AT_END,medium,LP cash distributions remain below 1.0x at model end.
twenty_year_horizon__failure_never_reaches_hurdle__years_20,LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV,medium,Fund NAV is positive but LP cash recovery remains below 1.0x.
