scenario,description,real_estate_mode,lp_initial_capital,initial_re_cash_deployed,initial_re_gross_asset_value,initial_re_debt_balance,initial_re_assumed_liabilities,initial_re_net_equity_value,initial_re_entry_equity_cushion,initial_re_value_to_new_equity_multiple,final_re_gross_asset_value,final_re_debt_balance,final_re_assumed_liabilities,final_re_net_equity_value,final_re_dscr,total_re_debt_service,total_re_capex,total_deal_refi_proceeds,total_re_cashflow_shortfall,total_acquisition_equity_required,total_acquisition_funded_from_retained_cash,total_acquisition_funded_from_reserve,total_acquisition_failed_loss,total_acquisition_unfunded_shortfall,years_modelled,lp_hurdle_moic,lp_hurdle_amount,lp_cash_distributions,lp_cash_moic,lp_economic_moic,lp_irr,lp_cash_irr,lp_economic_irr,gp_cash_irr_if_co_investment,gp_total_value_multiple_if_co_investment,lp_hurdle_achieved,year_hurdle_achieved,liquidity_constrained,final_fund_nav,final_refinance_liability,gp_cumulative_fees,gp_residual_nav,gp_total_economics,gp_residual_nav_pct_initial_lp_capital,gp_total_economics_pct_initial_lp_capital,gp_cumulative_fees_first_n_years,gp_average_annual_fees_first_n_years,gp_survivability_risk,years_with_zero_lp_distribution,years_with_distribution_below_target_yield,longest_zero_distribution_streak,longest_below_target_yield_streak,years_until_first_distribution,lp_time_under_1x_cash_moic,lp_time_under_1x_economic_moic,lp_final_unrecovered_hurdle,lp_redeemed_by_model_end,total_re_cashflow_generated,total_hf_harvest_generated,total_reinvested_into_hf,total_distributed_to_lp,total_added_to_reserve,pct_total_cash_distributed,pct_total_cash_reinvested,pct_total_cash_reserved,years_until_lp_1x_cash_return,years_until_lp_2x_cash_return,lp_cashflow_profile_type,hurdle_completion_trigger_enabled,backend_liquidity_strategy_enabled,backend_liquidity_target_years,backend_liquidity_refi_first,backend_liquidity_max_refi_pct_of_re_nav,backend_liquidity_max_hf_liquidation_pct,hurdle_trigger_executed,hurdle_trigger_year,total_trigger_cash_from_retained_cash,total_trigger_cash_from_reserve,total_trigger_cash_from_hf_liquidation,total_trigger_cash_from_refi,total_trigger_cash_from_re_sale,lp_hurdle_shortfall_after_final_trigger,primary_flag,all_flags
hf_allocation_sensitivity__fast_success_crypto_bull__hf_20,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 20% HF, 75% RE, 5% reserve.",top_down,10000000.0,7500000.0,7500000.0,0.0,0.0,7500000.0,0.0,,11684755.624505738,0.0,0.0,11684755.624505738,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.04866309449501438,0.04866309449501438,0.04866309449501438,,,True,15.0,True,64569617.9562222,0.0,460323.11869563087,64569617.9562222,65029941.07491783,6.45696179562222,6.502994107491783,131401.1112975,26280.2222595,True,0,0,0,0,1,14,0,0.0,True,10919716.101173824,0.0,8189787.075880367,20000000.0,1637957.4151760733,1.8315494482361208,0.75,0.14999999999999997,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2137957.415176073,16770070.974706544,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_allocation_sensitivity__fast_success_crypto_bull__hf_30,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 30% HF, 65% RE, 5% reserve.",top_down,10000000.0,6500000.0,6500000.0,0.0,0.0,6500000.0,0.0,,10430591.85414212,0.0,0.0,10430591.85414212,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,20000000.0,20000000.0,2.0,2.0,0.04548237131807209,0.04548237131807209,0.04548237131807209,,,True,16.0,True,95356197.41554879,0.0,432365.1039556331,95356197.41554879,95788562.51950441,9.535619741554878,9.578856251950441,113880.96312449999,22776.1926249,True,0,0,0,0,1,15,0,0.0,True,10384388.206519902,0.0,7788291.154889926,20000000.0,1557658.230977985,1.9259680591912847,0.75,0.15,16.0,16.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,16.0,0.0,2057658.2309779855,16903902.948370025,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_allocation_sensitivity__fast_success_crypto_bull__hf_40,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 40% HF, 55% RE, 5% reserve.",top_down,10000000.0,5500000.0,5500000.0,0.0,0.0,5500000.0,0.0,,9363381.836819474,0.0,0.0,9363381.836819474,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.04032290807405614,0.04032290807405614,0.04032290807405614,,,True,18.0,True,156181217.93857688,0.0,424972.0020501418,156181217.93857688,156606189.940627,15.618121793857688,15.6606189940627,96360.81495149998,19272.162990299996,True,0,0,0,0,1,17,0,0.0,True,10466827.367797423,0.0,7850120.525848067,20000000.0,1570024.1051696138,1.910798687817537,0.75,0.15000000000000002,18.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,2070024.1051696138,16883293.158050645,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 20% HF, 75% RE, 5% reserve.",top_down,10000000.0,7500000.0,7500000.0,0.0,0.0,7500000.0,0.0,,16191937.47954591,0.0,0.0,16191937.47954591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.0,20000000.0,20000000.0,2.0,2.0,0.0735918137821232,0.0735918137821232,0.0735918137821232,,,True,10.0,True,34789648.50751667,5667178.117841068,423731.9521278627,34789648.50751667,35213380.459644526,3.478964850751667,3.5213380459644528,171598.07808000004,34319.61561600001,True,0,0,0,0,1,9,0,0.0,True,10938134.507673288,0.0,8203600.880754966,20000000.0,1640720.1761509932,1.8284653554012944,0.75,0.15,10.0,10.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,10.0,0.0,2140720.176150993,11098288.255240608,5667178.117841068,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_30,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 30% HF, 65% RE, 5% reserve.",top_down,10000000.0,6500000.0,6500000.0,0.0,0.0,6500000.0,0.0,,15155653.480854975,0.0,0.0,15155653.480854975,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06669739550428266,0.06669739550428266,0.06669739550428266,,,True,11.0,True,50300532.00765754,0.0,421963.10719167965,50300532.00765754,50722495.114849225,5.030053200765754,5.072249511484922,148718.33433600003,29743.666867200005,True,0,0,0,0,1,10,0,0.0,True,11190632.179437153,0.0,8392974.134577867,20000000.0,1678594.8269155733,1.7872091298604298,0.7500000000000001,0.15000000000000002,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2178594.8269155733,16702341.95514071,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_40,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | 40% HF, 55% RE, 5% reserve.",top_down,10000000.0,5500000.0,5500000.0,0.0,0.0,5500000.0,0.0,,13849935.64250439,0.0,0.0,13849935.64250439,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06093493137247474,0.06093493137247474,0.06093493137247474,,,True,12.0,True,69901914.67302422,0.0,407059.36257208866,69901914.67302422,70308974.03559631,6.990191467302422,7.030897403559631,125838.59059200001,25167.7181184,True,0,0,0,0,1,11,0,0.0,True,11097051.197839955,0.0,8322788.398379965,20000000.0,1664557.6796759933,1.8022805917929807,0.7499999999999999,0.15,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2164557.6796759935,16725737.20054001,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_harvest_sensitivity__base_hit_everyone_happy__harvest_25,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | Harvest 25% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06152781499404525,0.06152781499404525,0.06152781499404525,,,True,12.0,True,16634169.887051454,1802926.8354681972,459789.64720427577,16634169.887051454,17093959.534255728,1.6634169887051453,1.7093959534255727,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,2711555.546072266,10178624.820560634,20000000.0,1873031.631347791,1.4935706200909526,0.7601247492458953,0.13987525075410445,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2373031.6313477913,14484968.594083076,1802926.8354681972,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
hf_harvest_sensitivity__base_hit_everyone_happy__harvest_50,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | Harvest 50% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.061932960330489895,0.061932960330489895,0.061932960330489895,,,True,12.0,True,16290698.102272509,1933539.691368265,459789.64720427577,16290698.102272509,16750487.749476785,1.629069810227251,1.6750487749476786,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,5251375.1997550605,12210480.543506872,20000000.0,2127013.5967160705,1.2554495104902694,0.7664820910598331,0.1335179089401669,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2627013.5967160705,13846391.80744645,1933539.691368265,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
hf_harvest_sensitivity__base_hit_everyone_happy__harvest_75,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | Harvest 75% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06232279349051817,0.06232279349051817,0.06232279349051817,,,True,12.0,True,15960210.453338154,2062514.3349101916,459789.64720427577,15960210.453338154,16420000.10054243,1.5960210453338153,1.642000010054243,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,7629197.062931825,14112738.034048282,20000000.0,2364795.783033747,1.092396483589046,0.7708352701103864,0.1291647298896135,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2864795.783033747,13241852.791269168,2062514.3349101916,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
hf_harvest_sensitivity__fast_success_crypto_bull__harvest_25,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | Harvest 25% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.0671778650954844,0.0671778650954844,0.0671778650954844,,,True,11.0,True,20374278.844136365,0.0,359258.66912735655,20374278.844136365,20733537.51326372,2.0374278844136366,2.0733537513263722,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,4746991.677518906,9887836.516692342,20000000.0,1692747.802687334,1.5543257147981446,0.7684459280807511,0.13155407191924895,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2192747.802687334,16520520.606270479,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_harvest_sensitivity__fast_success_crypto_bull__harvest_50,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | Harvest 50% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06785570874142999,0.06785570874142999,0.06785570874142999,,,True,11.0,True,19403247.39119631,0.0,359258.66912735655,19403247.39119631,19762506.060323667,1.940324739119631,1.9762506060323666,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,9008467.628567785,13297017.277531445,20000000.0,2118895.3977922215,1.1676246732256532,0.7762962726776759,0.12370372732232415,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2618895.397792222,15668225.416060703,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_harvest_sensitivity__fast_success_crypto_bull__harvest_75,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | Harvest 75% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06849534273657376,0.06849534273657376,0.06849534273657376,,,True,11.0,True,18488431.27447856,0.0,359258.66912735655,18488431.27447856,18847689.943605915,1.8488431274478558,1.8847689943605914,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,12826589.355313364,16351514.658927912,20000000.0,2500707.5704667796,0.9547946009215885,0.780616895661729,0.11938310433827119,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,3000707.5704667796,14904601.07071159,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_harvest_sensitivity__exceptional_dynasty_outcome__harvest_25,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | Harvest 25% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,15732906.787396,0.0,0.0,15732906.787396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,20000000.0,20000000.0,2.0,2.0,0.09289713194830806,0.09289713194830806,0.09289713194830806,,,True,8.0,True,17547424.385397926,2828263.7111838795,352604.2058855547,17547424.385397926,17900028.59128348,1.7547424385397925,1.7900028591283481,194477.821824,38895.564364800004,True,0,0,0,0,1,7,0,0.0,True,8638332.406793049,2919046.2978022182,8813986.343336562,20000000.0,1587654.490799179,1.730496206033978,0.7626284963589607,0.1373715036410393,8.0,8.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,8.0,0.0,2087654.4907991793,13928343.927557414,2828263.7111838795,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
hf_harvest_sensitivity__exceptional_dynasty_outcome__harvest_50,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | Harvest 50% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,15732906.787396,0.0,0.0,15732906.787396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,20000000.0,20000000.0,2.0,2.0,0.09341184265524971,0.09341184265524971,0.09341184265524971,,,True,8.0,True,17139039.02148091,2998810.053329453,352604.2058855547,17139039.02148091,17491643.227366466,1.713903902148091,1.7491643227366467,194477.821824,38895.564364800004,True,0,0,0,0,1,7,0,0.0,True,8638332.406793049,5633899.913645931,10985869.236011531,20000000.0,1859139.85238355,1.4013224806716746,0.7697372765071157,0.13026272349288437,8.0,8.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,8.0,0.0,2359139.8523835503,13214826.862243097,2998810.053329453,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
hf_harvest_sensitivity__exceptional_dynasty_outcome__harvest_75,Tests whether harvesting positive HF returns into retained cash improves redemption liquidity. | Both sleeves perform strongly; tests the upper-end residual asset outcome after LP cash extinguishment. | Harvest 75% of positive HF gains into retained cash.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,15732906.787396,0.0,0.0,15732906.787396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,20000000.0,20000000.0,2.0,2.0,0.0939071686223858,0.0939071686223858,0.0939071686223858,,,True,8.0,True,16747187.229694683,3166545.841519963,352604.2058855547,16747187.229694683,17099791.43558024,1.6747187229694682,1.7099791435580238,194477.821824,38895.564364800004,True,0,0,0,0,1,7,0,0.0,True,8638332.406793049,8156961.026629224,13004318.126398167,20000000.0,2111445.96368188,1.190809799142921,0.7742834728043424,0.12571652719565754,8.0,8.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,8.0,0.0,2611445.9636818795,12542478.85145593,3166545.841519963,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_hurdle_sensitivity__base_hit_everyone_happy__hurdle_1_50x,Tests where the LP hurdle becomes economically balanced. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | LP hurdle reduced to 1.50x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.5,15000000.0,15000000.0,1.5,1.5,0.035512866332755744,0.035512866332755744,0.035512866332755744,,,True,12.0,True,21991127.88184264,0.0,459789.64720427577,21991127.88184264,22450917.529046915,2.199112788184264,2.2450917529046914,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,8009380.383702822,15000000.0,1601876.0767405643,1.4046030355720232,0.7499999999999999,0.14999999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2101876.0767405643,11830206.538765725,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__base_hit_everyone_happy__hurdle_1_75x,Tests where the LP hurdle becomes economically balanced. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | LP hurdle reduced to 1.75x.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.75,17500000.0,17500000.0,1.75,1.75,0.04917833361666335,0.04917833361666335,0.04917833361666335,,,True,12.0,True,19491127.88184264,0.0,459789.64720427577,19491127.88184264,19950917.529046915,1.949112788184264,1.9950917529046917,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,8009380.383702822,17500000.0,1601876.0767405643,1.6387035415006936,0.7499999999999999,0.14999999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2101876.0767405643,14330206.538765725,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_hurdle_sensitivity__base_hit_everyone_happy__hurdle_2_00x,Tests where the LP hurdle becomes economically balanced. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | Baseline 2.00x LP hurdle.,top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06110705009523221,0.06110705009523221,0.06110705009523221,,,True,12.0,True,16991127.881842636,1670786.1166784242,459789.64720427577,16991127.881842636,17450917.52904691,1.6991127881842636,1.7450917529046912,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,8009380.383702822,20000000.0,1601876.0767405643,1.8728040474293641,0.7499999999999999,0.14999999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2101876.0767405643,15159420.422087304,1670786.1166784242,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
